-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1981 through 03/01/2026 in LST
Location: latitude  29.0862   longitude -110.9592 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 165.48 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
AOD_55                CERES SYN1deg Aerosol Optical Depth 55 (dimensionless) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
IMERG_PRECTOT         MERRA-2 Total Precipitation (mm/day) 
Message(s): 
The IMERG Source Data is not available at the Local Solar Time (LST) standard. 
-END HEADER-
YEAR,MO,DY,RH2M,PRECTOTCORR,AOD_55,ALLSKY_SFC_SW_DWN,IMERG_PRECTOT
1987,5,2,42.36,0.0,-999.0,7.8893,-999.0
1987,5,3,29.61,0.0,-999.0,7.4986,-999.0
1987,5,4,34.87,0.0,-999.0,7.2425,-999.0
1987,5,5,27.92,0.0,-999.0,7.6044,-999.0
1987,5,6,30.75,0.01,-999.0,6.8707,-999.0
1987,5,7,25.97,0.22,-999.0,6.6934,-999.0
1987,5,8,32.34,0.25,-999.0,5.0585,-999.0
1987,5,9,34.71,0.0,-999.0,7.398,-999.0
1987,5,10,30.69,0.0,-999.0,7.6488,-999.0
1987,5,11,28.62,0.0,-999.0,7.613,-999.0
1987,5,12,31.81,0.0,-999.0,7.5775,-999.0
1987,5,13,36.31,0.08,-999.0,7.6846,-999.0
1987,5,14,36.98,0.0,-999.0,7.4707,-999.0
1987,5,15,29.67,0.0,-999.0,7.8137,-999.0
1987,5,16,34.83,0.0,-999.0,7.6006,-999.0
1987,5,17,39.08,0.26,-999.0,8.2102,-999.0
1987,5,18,46.4,4.3,-999.0,7.1959,-999.0
1987,5,19,45.73,1.22,-999.0,6.6924,-999.0
1987,5,20,42.73,0.0,-999.0,7.0865,-999.0
1987,5,21,38.72,0.0,-999.0,8.261,-999.0
1987,5,22,28.81,0.0,-999.0,7.818,-999.0
1987,5,23,35.8,0.0,-999.0,8.1811,-999.0
1987,5,24,30.62,0.0,-999.0,7.818,-999.0
1987,5,25,37.69,0.0,-999.0,6.7274,-999.0
1987,5,26,35.61,0.0,-999.0,7.7153,-999.0
1987,5,27,34.98,0.0,-999.0,8.1163,-999.0
1987,5,28,35.51,0.0,-999.0,8.6412,-999.0
1987,5,29,31.3,0.0,-999.0,8.4629,-999.0
1987,5,30,39.09,0.15,-999.0,6.5345,-999.0
1987,5,31,34.48,0.06,-999.0,8.3069,-999.0
1987,6,1,32.99,0.01,-999.0,8.2538,-999.0
1987,6,2,36.16,1.65,-999.0,8.461,-999.0
1987,6,3,33.38,1.63,-999.0,8.1302,-999.0
1987,6,4,42.45,5.12,-999.0,7.6658,-999.0
1987,6,5,35.92,0.0,-999.0,5.9045,-999.0
1987,6,6,33.51,0.0,-999.0,7.0346,-999.0
1987,6,7,24.3,0.0,-999.0,8.5951,-999.0
1987,6,8,35.04,0.0,-999.0,8.2865,-999.0
1987,6,9,33.64,0.0,-999.0,8.4938,-999.0
1987,6,10,34.17,0.0,-999.0,8.665,-999.0
1987,6,11,32.26,0.0,-999.0,7.6135,-999.0
1987,6,12,20.08,0.0,-999.0,8.6546,-999.0
1987,6,13,15.18,0.0,-999.0,8.8826,-999.0
1987,6,14,13.96,0.0,-999.0,8.5375,-999.0
1987,6,15,21.74,0.0,-999.0,8.7818,-999.0
1987,6,16,19.31,0.0,-999.0,8.8807,-999.0
1987,6,17,18.85,0.0,-999.0,9.119,-999.0
1987,6,18,16.81,0.0,-999.0,9.0324,-999.0
1987,6,19,13.92,0.0,-999.0,8.801,-999.0
1987,6,20,32.94,0.0,-999.0,8.4528,-999.0
1987,6,21,27.9,0.0,-999.0,8.5505,-999.0
1987,6,22,32.26,0.0,-999.0,8.2414,-999.0
1987,6,23,27.29,0.0,-999.0,8.4744,-999.0
1987,6,24,24.38,0.0,-999.0,7.9296,-999.0
1987,6,25,18.52,0.0,-999.0,8.634,-999.0
1987,6,26,12.07,0.0,-999.0,8.9006,-999.0
1987,6,27,12.04,0.0,-999.0,8.7509,-999.0
1987,6,28,27.9,0.0,-999.0,8.7967,-999.0
1987,6,29,11.07,0.0,-999.0,8.8541,-999.0
1987,6,30,10.67,0.0,-999.0,8.653,-999.0
1987,7,1,9.6,0.0,-999.0,8.7362,-999.0
1987,7,2,10.51,0.0,-999.0,8.3849,-999.0
1987,7,3,16.99,0.0,-999.0,8.4185,-999.0
1987,7,4,34.46,0.0,-999.0,8.0059,-999.0
1987,7,5,31.58,0.0,-999.0,8.1058,-999.0
1987,7,6,18.43,0.0,-999.0,8.2265,-999.0
1987,7,7,39.49,0.0,-999.0,8.7029,-999.0
1987,7,8,37.51,0.0,-999.0,8.1595,-999.0
1987,7,9,37.78,0.0,-999.0,7.4299,-999.0
1987,7,10,33.42,0.0,-999.0,7.795,-999.0
1987,7,11,33.82,0.0,-999.0,8.2279,-999.0
1987,7,12,25.25,0.0,-999.0,7.8209,-999.0
1987,7,13,20.75,2.63,-999.0,7.2955,-999.0
1987,7,14,42.51,4.57,-999.0,7.5835,-999.0
1987,7,15,45.04,0.02,-999.0,7.7974,-999.0
1987,7,16,46.99,0.53,-999.0,7.0284,-999.0
1987,7,17,61.67,10.17,-999.0,6.1272,-999.0
1987,7,18,62.62,3.45,-999.0,6.9442,-999.0
1987,7,19,52.31,0.01,-999.0,6.6473,-999.0
1987,7,20,43.62,0.03,-999.0,7.4575,-999.0
1987,7,21,39.39,0.34,-999.0,8.2217,-999.0
1987,7,22,29.38,0.01,-999.0,7.0426,-999.0
1987,7,23,24.49,0.19,-999.0,8.0933,-999.0
1987,7,24,40.19,4.28,-999.0,7.0846,-999.0
1987,7,25,59.12,14.25,-999.0,7.5511,-999.0
1987,7,26,67.02,5.69,-999.0,6.9881,-999.0
1987,7,27,69.54,10.62,-999.0,6.2402,-999.0
1987,7,28,64.3,0.76,-999.0,6.7454,-999.0
1987,7,29,58.2,2.97,-999.0,6.966,-999.0
1987,7,30,59.27,0.48,-999.0,7.1834,-999.0
1987,7,31,65.98,0.27,-999.0,6.7512,-999.0
1987,8,1,66.18,1.06,-999.0,7.1134,-999.0
1987,8,2,76.69,6.5,-999.0,6.8825,-999.0
1987,8,3,70.56,5.75,-999.0,7.2792,-999.0
1987,8,4,66.3,0.06,-999.0,7.327,-999.0
1987,8,5,62.25,1.74,-999.0,7.4501,-999.0
1987,8,6,52.3,0.05,-999.0,7.3301,-999.0
1987,8,7,58.32,13.72,-999.0,6.4483,-999.0
1987,8,8,65.58,0.21,-999.0,6.4241,-999.0
1987,8,9,57.32,0.06,-999.0,6.8237,-999.0
1987,8,10,60.06,1.28,-999.0,6.7459,-999.0
1987,8,11,55.99,0.21,-999.0,5.1446,-999.0
1987,8,12,46.58,0.0,-999.0,6.8666,-999.0
1987,8,13,49.48,0.63,-999.0,7.6109,-999.0
1987,8,14,59.26,0.01,-999.0,7.2847,-999.0
1987,8,15,60.66,0.14,-999.0,7.0476,-999.0
1987,8,16,51.06,0.8,-999.0,7.3543,-999.0
1987,8,17,55.62,11.51,-999.0,7.0042,-999.0
1987,8,18,67.6,1.26,-999.0,6.9079,-999.0
1987,8,19,76.33,27.46,-999.0,7.3426,-999.0
1987,8,20,70.83,2.83,-999.0,7.3176,-999.0
1987,8,21,68.69,0.26,-999.0,4.3639,-999.0
1987,8,22,62.83,1.58,-999.0,7.2967,-999.0
1987,8,23,55.94,0.01,-999.0,7.3066,-999.0
1987,8,24,61.58,1.63,-999.0,7.0531,-999.0
1987,8,25,54.57,0.2,-999.0,6.8906,-999.0
1987,8,26,49.64,0.0,-999.0,7.3284,-999.0
1987,8,27,37.01,0.0,-999.0,7.5091,-999.0
1987,8,28,34.58,0.0,-999.0,6.7457,-999.0
1987,8,29,40.75,0.14,-999.0,6.9389,-999.0
1987,8,30,49.5,0.63,-999.0,6.6648,-999.0
1987,8,31,50.83,0.0,-999.0,6.9518,-999.0
1987,9,1,51.85,0.42,-999.0,6.7291,-999.0
1987,9,2,66.42,5.86,-999.0,6.0562,-999.0
1987,9,3,63.3,0.48,-999.0,2.4943,-999.0
1987,9,4,60.23,0.0,-999.0,5.8421,-999.0
1987,9,5,49.39,0.0,-999.0,6.3893,-999.0
1987,9,6,42.17,0.0,-999.0,7.0346,-999.0
1987,9,7,35.28,0.0,-999.0,7.171,-999.0
1987,9,8,24.71,0.0,-999.0,7.3918,-999.0
1987,9,9,25.52,0.0,-999.0,7.3207,-999.0
1987,9,10,27.13,0.0,-999.0,7.1551,-999.0
1987,9,11,43.34,0.0,-999.0,7.1654,-999.0
1987,9,12,63.89,7.22,-999.0,6.4673,-999.0
1987,9,13,54.4,0.3,-999.0,4.5919,-999.0
1987,9,14,42.37,0.0,-999.0,4.2665,-999.0
1987,9,15,36.46,0.0,-999.0,6.1992,-999.0
1987,9,16,38.19,0.32,-999.0,5.981,-999.0
1987,9,17,53.26,0.41,-999.0,1.722,-999.0
1987,9,18,38.97,0.06,-999.0,5.2392,-999.0
1987,9,19,41.93,0.11,-999.0,6.3852,-999.0
1987,9,20,47.47,0.31,-999.0,5.5397,-999.0
1987,9,21,57.98,0.88,-999.0,5.2642,-999.0
1987,9,22,56.52,0.02,-999.0,5.9959,-999.0
1987,9,23,54.38,0.13,-999.0,5.9527,-999.0
1987,9,24,52.24,0.09,-999.0,5.3784,-999.0
1987,9,25,50.21,0.01,-999.0,5.9938,-999.0
1987,9,26,48.1,0.0,-999.0,5.897,-999.0
1987,9,27,52.42,0.03,-999.0,5.8812,-999.0
1987,9,28,40.54,0.16,-999.0,5.7782,-999.0
1987,9,29,46.07,0.0,-999.0,5.7161,-999.0
1987,9,30,53.72,6.56,-999.0,5.7502,-999.0
1987,10,1,62.07,0.56,-999.0,4.5982,-999.0
1987,10,2,55.94,0.0,-999.0,5.5207,-999.0
1987,10,3,49.56,0.03,-999.0,6.1253,-999.0
1987,10,4,46.83,0.0,-999.0,5.8176,-999.0
1987,10,5,29.74,0.0,-999.0,6.2249,-999.0
1987,10,6,28.38,0.0,-999.0,6.2021,-999.0
1987,10,7,33.79,0.0,-999.0,6.1094,-999.0
1987,10,8,58.88,0.0,-999.0,5.791,-999.0
1987,10,9,57.47,0.0,-999.0,5.3825,-999.0
1987,10,10,34.62,0.0,-999.0,5.7458,-999.0
1987,10,11,24.37,0.0,-999.0,4.2996,-999.0
1987,10,12,27.99,0.0,-999.0,4.032,-999.0
1987,10,13,46.5,0.06,-999.0,4.0106,-999.0
1987,10,14,45.96,0.0,-999.0,4.6562,-999.0
1987,10,15,36.43,0.0,-999.0,5.2819,-999.0
1987,10,16,34.52,0.0,-999.0,5.0741,-999.0
1987,10,17,32.8,0.0,-999.0,5.3765,-999.0
1987,10,18,28.53,0.0,-999.0,5.4602,-999.0
1987,10,19,28.48,0.0,-999.0,5.4425,-999.0
1987,10,20,33.12,0.0,-999.0,5.3856,-999.0
1987,10,21,29.74,0.0,-999.0,5.045,-999.0
1987,10,22,44.97,0.02,-999.0,3.599,-999.0
1987,10,23,50.85,0.0,-999.0,4.3366,-999.0
1987,10,24,39.85,0.0,-999.0,4.6428,-999.0
1987,10,25,33.18,0.0,-999.0,4.7808,-999.0
1987,10,26,27.41,0.0,-999.0,5.0129,-999.0
1987,10,27,28.26,0.0,-999.0,4.313,-999.0
1987,10,28,34.84,0.0,-999.0,4.5991,-999.0
1987,10,29,56.32,0.01,-999.0,2.7871,-999.0
1987,10,30,52.72,0.1,-999.0,3.661,-999.0
1987,10,31,44.6,0.57,-999.0,2.1211,-999.0
1987,11,1,61.1,0.66,-999.0,3.732,-999.0
1987,11,2,51.82,0.0,-999.0,4.8746,-999.0
1987,11,3,51.56,0.0,-999.0,4.8504,-999.0
1987,11,4,55.42,0.0,-999.0,3.3346,-999.0
1987,11,5,55.51,0.09,-999.0,4.3277,-999.0
1987,11,6,44.97,0.0,-999.0,4.8518,-999.0
1987,11,7,37.96,0.0,-999.0,3.6504,-999.0
1987,11,8,31.38,0.0,-999.0,4.6886,-999.0
1987,11,9,25.19,0.0,-999.0,4.722,-999.0
1987,11,10,26.93,0.0,-999.0,4.6891,-999.0
1987,11,11,26.44,0.0,-999.0,4.5696,-999.0
1987,11,12,25.33,0.0,-999.0,4.6116,-999.0
1987,11,13,26.4,0.0,-999.0,4.5946,-999.0
1987,11,14,49.29,0.0,-999.0,3.785,-999.0
1987,11,15,26.03,0.0,-999.0,4.4827,-999.0
1987,11,16,20.04,0.0,-999.0,4.8238,-999.0
1987,11,17,19.77,0.0,-999.0,4.0159,-999.0
1987,11,18,24.72,0.0,-999.0,3.365,-999.0
1987,11,19,24.26,0.0,-999.0,4.4203,-999.0
1987,11,20,28.66,0.0,-999.0,4.3846,-999.0
1987,11,21,26.67,0.0,-999.0,4.2511,-999.0
1987,11,22,39.69,0.0,-999.0,4.3258,-999.0
1987,11,23,53.03,0.0,-999.0,3.3029,-999.0
1987,11,24,44.38,0.0,-999.0,4.3584,-999.0
1987,11,25,29.17,0.0,-999.0,4.2629,-999.0
1987,11,26,28.13,0.0,-999.0,4.3591,-999.0
1987,11,27,17.9,0.0,-999.0,4.2564,-999.0
1987,11,28,25.22,0.02,-999.0,3.0415,-999.0
1987,11,29,47.78,0.0,-999.0,3.8419,-999.0
1987,11,30,40.96,0.01,-999.0,4.1467,-999.0
1987,12,1,21.17,0.0,-999.0,3.8438,-999.0
1987,12,2,20.73,0.0,-999.0,3.9739,-999.0
1987,12,3,23.12,0.0,-999.0,3.7003,-999.0
1987,12,4,28.49,0.0,-999.0,3.36,-999.0
1987,12,5,52.34,0.0,-999.0,3.0446,-999.0
1987,12,6,49.84,0.0,-999.0,3.6101,-999.0
1987,12,7,30.22,0.0,-999.0,3.6725,-999.0
1987,12,8,25.24,0.0,-999.0,3.6754,-999.0
1987,12,9,14.1,0.0,-999.0,3.6811,-999.0
1987,12,10,20.78,0.0,-999.0,3.949,-999.0
1987,12,11,26.12,0.0,-999.0,3.7742,-999.0
1987,12,12,54.3,0.14,-999.0,3.6782,-999.0
1987,12,13,52.24,0.81,-999.0,1.878,-999.0
1987,12,14,22.71,0.0,-999.0,4.0397,-999.0
1987,12,15,21.75,0.0,-999.0,3.7531,-999.0
1987,12,16,35.4,3.99,-999.0,3.4954,-999.0
1987,12,17,85.76,19.12,-999.0,1.1506,-999.0
1987,12,18,75.96,1.99,-999.0,2.0978,-999.0
1987,12,19,76.15,0.0,-999.0,3.0264,-999.0
1987,12,20,66.68,0.0,-999.0,3.691,-999.0
1987,12,21,45.79,0.0,-999.0,3.9703,-999.0
1987,12,22,39.17,0.0,-999.0,3.8974,-999.0
1987,12,23,56.87,0.59,-999.0,4.0303,-999.0
1987,12,24,59.61,2.0,-999.0,2.2942,-999.0
1987,12,25,54.2,0.03,-999.0,2.4365,-999.0
1987,12,26,40.57,0.0,-999.0,3.7769,-999.0
1987,12,27,33.92,0.0,-999.0,3.9355,-999.0
1987,12,28,35.05,0.0,-999.0,3.937,-999.0
1987,12,29,38.84,0.0,-999.0,3.5239,-999.0
1987,12,30,40.74,0.0,-999.0,4.0001,-999.0
1987,12,31,43.19,0.0,-999.0,3.6101,-999.0
1988,1,1,40.33,0.0,-999.0,3.3785,-999.0
1988,1,2,41.43,0.0,-999.0,3.2429,-999.0
1988,1,3,37.25,0.0,-999.0,3.8974,-999.0
1988,1,4,36.54,0.0,-999.0,4.061,-999.0
1988,1,5,38.31,0.22,-999.0,2.2757,-999.0
1988,1,6,44.26,0.03,-999.0,3.6593,-999.0
1988,1,7,39.13,0.0,-999.0,2.8867,-999.0
1988,1,8,35.97,0.0,-999.0,4.2778,-999.0
1988,1,9,38.37,0.0,-999.0,3.8083,-999.0
1988,1,10,34.58,0.0,-999.0,4.2576,-999.0
1988,1,11,44.44,0.0,-999.0,2.8733,-999.0
1988,1,12,50.81,0.0,-999.0,4.3188,-999.0
1988,1,13,40.86,0.0,-999.0,4.1059,-999.0
1988,1,14,41.2,0.0,-999.0,3.7603,-999.0
1988,1,15,37.45,0.03,-999.0,3.967,-999.0
1988,1,16,50.71,2.98,-999.0,1.8631,-999.0
1988,1,17,58.47,5.81,-999.0,2.827,-999.0
1988,1,18,70.46,8.35,-999.0,2.0462,-999.0
1988,1,19,61.91,0.01,-999.0,3.413,-999.0
1988,1,20,38.54,0.0,-999.0,4.4275,-999.0
1988,1,21,39.35,0.0,-999.0,4.2804,-999.0
1988,1,22,36.4,0.0,-999.0,4.5619,-999.0
1988,1,23,34.76,0.0,-999.0,4.799,-999.0
1988,1,24,35.87,0.0,-999.0,4.2547,-999.0
1988,1,25,25.92,0.0,-999.0,4.5418,-999.0
1988,1,26,35.83,0.0,-999.0,4.5401,-999.0
1988,1,27,34.84,0.0,-999.0,3.335,-999.0
1988,1,28,36.44,0.0,-999.0,4.0661,-999.0
1988,1,29,49.6,0.0,-999.0,3.7781,-999.0
1988,1,30,52.35,0.0,-999.0,2.0405,-999.0
1988,1,31,53.51,0.05,-999.0,4.2379,-999.0
1988,2,1,72.37,0.06,-999.0,1.7172,-999.0
1988,2,2,64.9,0.0,-999.0,4.1964,-999.0
1988,2,3,62.89,0.31,-999.0,4.1813,-999.0
1988,2,4,57.03,0.31,-999.0,0.8842,-999.0
1988,2,5,52.89,0.0,-999.0,4.5917,-999.0
1988,2,6,41.97,0.0,-999.0,3.457,-999.0
1988,2,7,42.88,0.0,-999.0,5.5128,-999.0
1988,2,8,37.37,0.0,-999.0,5.1677,-999.0
1988,2,9,33.02,0.0,-999.0,4.8142,-999.0
1988,2,10,28.82,0.0,-999.0,5.0719,-999.0
1988,2,11,25.78,0.0,-999.0,5.0962,-999.0
1988,2,12,28.51,0.0,-999.0,4.9836,-999.0
1988,2,13,27.96,0.0,-999.0,4.6015,-999.0
1988,2,14,28.7,0.0,-999.0,5.1713,-999.0
1988,2,15,27.94,0.0,-999.0,5.0414,-999.0
1988,2,16,27.22,0.0,-999.0,5.0762,-999.0
1988,2,17,35.28,0.0,-999.0,5.136,-999.0
1988,2,18,32.49,0.0,-999.0,5.1857,-999.0
1988,2,19,51.47,0.05,-999.0,4.8346,-999.0
1988,2,20,29.34,0.0,-999.0,5.4986,-999.0
1988,2,21,20.56,0.0,-999.0,5.105,-999.0
1988,2,22,24.77,0.0,-999.0,5.1528,-999.0
1988,2,23,32.13,0.0,-999.0,4.9106,-999.0
1988,2,24,25.26,0.0,-999.0,4.6819,-999.0
1988,2,25,29.16,0.0,-999.0,4.0373,-999.0
1988,2,26,35.55,0.0,-999.0,3.7834,-999.0
1988,2,27,34.94,0.0,-999.0,5.6261,-999.0
1988,2,28,36.17,0.0,-999.0,5.7122,-999.0
1988,2,29,42.46,0.0,-999.0,5.9729,-999.0
1988,3,1,49.69,0.04,-999.0,5.599,-999.0
1988,3,2,76.62,8.53,-999.0,1.6354,-999.0
1988,3,3,63.6,0.03,-999.0,5.7173,-999.0
1988,3,4,44.62,0.0,-999.0,6.1718,-999.0
1988,3,5,36.71,0.0,-999.0,6.2563,-999.0
1988,3,6,36.29,0.0,-999.0,6.5878,-999.0
1988,3,7,39.57,0.0,-999.0,6.1183,-999.0
1988,3,8,37.78,0.0,-999.0,6.0226,-999.0
1988,3,9,31.97,0.0,-999.0,6.2914,-999.0
1988,3,10,27.21,0.0,-999.0,6.4663,-999.0
1988,3,11,27.67,0.0,-999.0,6.3672,-999.0
1988,3,12,18.96,0.0,-999.0,6.4598,-999.0
1988,3,13,20.81,0.0,-999.0,6.4752,-999.0
1988,3,14,32.63,0.0,-999.0,6.6084,-999.0
1988,3,15,23.1,0.0,-999.0,6.7454,-999.0
1988,3,16,42.73,0.0,-999.0,6.7265,-999.0
1988,3,17,19.78,0.0,-999.0,6.6869,-999.0
1988,3,18,13.55,0.0,-999.0,6.689,-999.0
1988,3,19,16.44,0.0,-999.0,6.5369,-999.0
1988,3,20,13.31,0.0,-999.0,5.8882,-999.0
1988,3,21,17.84,0.0,-999.0,6.0437,-999.0
1988,3,22,22.11,0.0,-999.0,6.7529,-999.0
1988,3,23,15.13,0.0,-999.0,7.0162,-999.0
1988,3,24,17.35,0.0,-999.0,7.296,-999.0
1988,3,25,15.28,0.0,-999.0,6.8988,-999.0
1988,3,26,16.92,0.0,-999.0,6.2146,-999.0
1988,3,27,30.31,0.0,-999.0,6.6538,-999.0
1988,3,28,29.96,0.0,-999.0,6.9168,-999.0
1988,3,29,21.08,0.0,-999.0,6.8998,-999.0
1988,3,30,17.73,0.0,-999.0,6.7704,-999.0
1988,3,31,37.64,0.0,-999.0,6.3094,-999.0
1988,4,1,11.92,0.0,-999.0,6.5825,-999.0
1988,4,2,14.76,0.0,-999.0,6.5868,-999.0
1988,4,3,18.38,0.0,-999.0,6.6866,-999.0
1988,4,4,22.04,0.02,-999.0,6.5954,-999.0
1988,4,5,46.7,3.98,-999.0,2.1605,-999.0
1988,4,6,35.72,0.0,-999.0,4.2312,-999.0
1988,4,7,35.3,0.0,-999.0,6.3048,-999.0
1988,4,8,35.25,0.0,-999.0,6.2239,-999.0
1988,4,9,32.98,0.0,-999.0,6.5945,-999.0
1988,4,10,19.21,0.0,-999.0,5.7684,-999.0
1988,4,11,26.29,0.0,-999.0,6.7538,-999.0
1988,4,12,33.96,0.0,-999.0,6.2863,-999.0
1988,4,13,45.61,1.78,-999.0,4.0752,-999.0
1988,4,14,50.95,0.1,-999.0,6.522,-999.0
1988,4,15,56.15,0.36,-999.0,7.2595,-999.0
1988,4,16,49.43,0.36,-999.0,7.4174,-999.0
1988,4,17,41.63,0.0,-999.0,7.4652,-999.0
1988,4,18,38.09,0.0,-999.0,7.6488,-999.0
1988,4,19,33.12,0.0,-999.0,7.7038,-999.0
1988,4,20,37.12,0.02,-999.0,7.2631,-999.0
1988,4,21,56.91,0.08,-999.0,6.0804,-999.0
1988,4,22,47.61,0.01,-999.0,6.8698,-999.0
1988,4,23,33.35,0.0,-999.0,7.3613,-999.0
1988,4,24,29.87,0.0,-999.0,7.171,-999.0
1988,4,25,19.09,0.0,-999.0,7.2514,-999.0
1988,4,26,21.58,0.0,-999.0,7.2252,-999.0
1988,4,27,17.41,0.03,-999.0,5.748,-999.0
1988,4,28,32.49,0.08,-999.0,2.2978,-999.0
1988,4,29,35.55,0.01,-999.0,7.368,-999.0
1988,4,30,24.25,0.0,-999.0,7.4174,-999.0
1988,5,1,21.89,0.0,-999.0,7.387,-999.0
1988,5,2,12.49,0.0,-999.0,7.1237,-999.0
1988,5,3,12.23,0.0,-999.0,7.0217,-999.0
1988,5,4,12.93,0.0,-999.0,6.9166,-999.0
1988,5,5,27.44,0.0,-999.0,6.7694,-999.0
1988,5,6,25.33,0.0,-999.0,6.7447,-999.0
1988,5,7,20.69,0.0,-999.0,7.4374,-999.0
1988,5,8,20.91,0.0,-999.0,7.0351,-999.0
1988,5,9,16.42,0.0,-999.0,7.3877,-999.0
1988,5,10,13.75,0.0,-999.0,7.5523,-999.0
1988,5,11,13.87,0.0,-999.0,7.4218,-999.0
1988,5,12,16.14,0.0,-999.0,7.0812,-999.0
1988,5,13,22.48,0.0,-999.0,7.3913,-999.0
1988,5,14,30.09,0.0,-999.0,6.948,-999.0
1988,5,15,29.31,0.0,-999.0,6.9955,-999.0
1988,5,16,29.12,0.0,-999.0,7.4119,-999.0
1988,5,17,38.62,0.0,-999.0,6.8815,-999.0
1988,5,18,45.38,0.0,-999.0,7.2672,-999.0
1988,5,19,40.6,0.0,-999.0,7.607,-999.0
1988,5,20,52.67,10.2,-999.0,6.8815,-999.0
1988,5,21,36.46,0.0,-999.0,7.2485,-999.0
1988,5,22,29.9,0.0,-999.0,6.9898,-999.0
1988,5,23,36.13,0.0,-999.0,7.0111,-999.0
1988,5,24,34.32,0.0,-999.0,6.9965,-999.0
1988,5,25,33.52,0.0,-999.0,7.4002,-999.0
1988,5,26,21.35,0.0,-999.0,6.9917,-999.0
1988,5,27,24.54,0.0,-999.0,8.2752,-999.0
1988,5,28,36.75,0.0,-999.0,7.967,-999.0
1988,5,29,48.62,0.0,-999.0,7.6771,-999.0
1988,5,30,39.08,0.0,-999.0,8.1799,-999.0
1988,5,31,23.85,0.0,-999.0,6.1368,-999.0
1988,6,1,17.89,0.0,-999.0,7.6416,-999.0
1988,6,2,15.84,0.0,-999.0,6.9934,-999.0
1988,6,3,20.45,0.0,-999.0,7.5811,-999.0
1988,6,4,23.73,0.0,-999.0,7.6786,-999.0
1988,6,5,37.22,0.0,-999.0,7.8125,-999.0
1988,6,6,37.8,0.0,-999.0,7.6754,-999.0
1988,6,7,24.46,0.0,-999.0,7.0219,-999.0
1988,6,8,15.17,0.0,-999.0,7.0505,-999.0
1988,6,9,15.51,0.0,-999.0,7.4143,-999.0
1988,6,10,11.54,0.0,-999.0,7.0054,-999.0
1988,6,11,11.21,0.0,-999.0,7.2266,-999.0
1988,6,12,37.63,0.0,-999.0,6.9941,-999.0
1988,6,13,37.66,0.0,-999.0,7.7042,-999.0
1988,6,14,21.76,0.0,-999.0,7.9394,-999.0
1988,6,15,22.65,0.0,-999.0,6.9746,-999.0
1988,6,16,29.59,0.0,-999.0,7.2487,-999.0
1988,6,17,31.24,0.03,-999.0,7.2432,-999.0
1988,6,18,28.23,0.03,-999.0,5.4132,-999.0
1988,6,19,27.04,0.0,-999.0,7.2881,-999.0
1988,6,20,23.1,0.0,-999.0,6.5453,-999.0
1988,6,21,15.8,0.0,-999.0,6.9286,-999.0
1988,6,22,17.72,0.0,-999.0,7.069,-999.0
1988,6,23,28.9,0.01,-999.0,7.8,-999.0
1988,6,24,26.89,0.05,-999.0,5.8622,-999.0
1988,6,25,36.77,0.38,-999.0,7.9918,-999.0
1988,6,26,41.63,0.19,-999.0,7.7585,-999.0
1988,6,27,41.34,0.03,-999.0,7.3262,-999.0
1988,6,28,43.55,0.0,-999.0,6.96,-999.0
1988,6,29,40.35,0.16,-999.0,7.0769,-999.0
1988,6,30,27.21,0.01,-999.0,7.3831,-999.0
1988,7,1,30.85,1.79,-999.0,6.2585,-999.0
1988,7,2,50.88,19.13,-999.0,6.8129,-999.0
1988,7,3,58.1,6.61,-999.0,5.8121,-999.0
1988,7,4,62.48,12.34,-999.0,6.4601,-999.0
1988,7,5,68.04,8.11,-999.0,5.6419,-999.0
1988,7,6,72.77,0.86,-999.0,4.729,-999.0
1988,7,7,68.43,17.2,-999.0,5.4374,-999.0
1988,7,8,65.35,19.25,-999.0,6.3202,-999.0
1988,7,9,60.66,8.27,-999.0,6.7582,-999.0
1988,7,10,60.43,0.48,-999.0,6.8179,-999.0
1988,7,11,51.25,0.0,-999.0,8.5018,-999.0
1988,7,12,45.8,0.0,-999.0,7.1249,-999.0
1988,7,13,32.51,0.01,-999.0,6.8198,-999.0
1988,7,14,39.51,0.0,-999.0,7.217,-999.0
1988,7,15,52.64,26.1,-999.0,7.8391,-999.0
1988,7,16,69.53,9.47,-999.0,7.1592,-999.0
1988,7,17,74.26,0.78,-999.0,5.7643,-999.0
1988,7,18,75.88,0.36,-999.0,6.1063,-999.0
1988,7,19,74.44,0.93,-999.0,4.662,-999.0
1988,7,20,66.85,4.55,-999.0,6.583,-999.0
1988,7,21,57.94,0.99,-999.0,6.3077,-999.0
1988,7,22,61.09,2.44,-999.0,6.8275,-999.0
1988,7,23,70.05,15.38,-999.0,7.2682,-999.0
1988,7,24,66.03,11.07,-999.0,6.6751,-999.0
1988,7,25,63.55,4.36,-999.0,6.7358,-999.0
1988,7,26,62.55,2.72,-999.0,5.6604,-999.0
